IL Number,IL Description,Store Number,Store Description,LOGIS Supplier Class,Supplier Sub-classification,Supplier City,MIIN Code,MIIN Code Description,MIIN Name,MIIN Description,Spend Type,Cost Center Number,Spend Amount,ICN,ICN Description,Unit Of Issue,Unit Of Issue Description,Document Type,Document Date,Document Line Number,Payment Quantity,Payment Unit Price,Adjustment Amount,Cash Discount,Transport Amount,Handling Amount,Invoice Number,Pay Type,Pay Method,Invoice Reason Code,Payment Choice,BAS Payment Number,BAS Transaction Date,BAS Disbursement Number,BAS Disbursement Date,BAS Payment Action Date,BAS Payment Status,Order Number,Order Authorisation Date,Order Status,Order Quoted Price,Quotation Doc Number,Quotation Price,Quotation Expiry Date,Contract Number,Contract End Date,Contract Type,Contract Price,ITEM,ITEM Description,INFRASTRUCTURE,INFRASTRUCTURE Description,OBJECTIVE,OBJECTIVE Description,RESPONSIBILITY,RESPONSIBILITY Description,FUND,FUND Description,PROJECT,PROJECT Description,ASSET,ASSET Description,REGIONAL INDENTIFIER,REGIONAL INDENTIFIER Description,Segment8,Segment8 Description
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,61,MEDICAL EQUIPMENT,966,"SYRINGE,MEDICAL",INVENTORY,007F,1710.0,999970U2759518,"SYRINGE,MEDICAL , VETERINARY, KRUUSE, 10ML",EA,EACH,PAYMENT,2016-04-08,14,1000,1.71,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,1.71,QA-012755,1.71,2016/03/10,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,61,MEDICAL EQUIPMENT,966,"SYRINGE,MEDICAL",INVENTORY,007F,1174.2,999970U2759532,"SYRINGE,MEDICAL , VETERINARY, KRUUSE, 5ML",EA,EACH,PAYMENT,2016-04-08,15,1000,1.1742,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,1.1742,QA-012755,1.17,2016/03/10,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,61,MEDICAL EQUIPMENT,966,"SYRINGE,MEDICAL",INVENTORY,007F,969.0,999970U2759544,"SYRINGE,MEDICAL , VETERINARY, KRUUSE, 2ML",EA,EACH,PAYMENT,2016-04-08,16,1000,0.969,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,0.969,QA-012755,0.96,2016/03/10,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,69,LABORATORY EQUIPMENT AND ACCESSORIES,366,"NEEDLE,LAB",INVENTORY,007F,267.44,999970U2805517,"NEEDLE,LAB , CHEAPO, EL, 18G X 100MM",EA,EACH,PAYMENT,2016-04-08,17,10,26.744,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,26.744,QA-012755,26.74,2016/03/10,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,69,LABORATORY EQUIPMENT AND ACCESSORIES,366,"NEEDLE,LAB",INVENTORY,007F,306.09,999970U2805529,"NEEDLE,LAB , CHEAPO, EL, 20G X 25MM",EA,EACH,PAYMENT,2016-04-08,18,10,30.609,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,30.609,QA-012755,30.6,2016/03/10,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,69,LABORATORY EQUIPMENT AND ACCESSORIES,366,"NEEDLE,LAB",INVENTORY,007F,257.87,999970U2805531,"NEEDLE,LAB , CHEAPO, EL, 21G X 1MM",EA,EACH,PAYMENT,2016-04-08,19,10,25.787,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,25.787,QA-012755,25.78,2016/03/10,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,69,LABORATORY EQUIPMENT AND ACCESSORIES,366,"NEEDLE,LAB",INVENTORY,007F,306.09,999970U2805543,"NEEDLE,LAB , CHEAPO, EL, 23G X 1MM",EA,EACH,PAYMENT,2016-04-08,20,10,30.609,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,30.609,QA-012755,30.6,2016/03/10,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,61,MEDICAL EQUIPMENT,966,"SYRINGE,MEDICAL",INVENTORY,007F,614.35,999970U2805556,"SYRINGE,MEDICAL , SURGIPLUS, 1ML, PER 100",EA,EACH,PAYMENT,2016-04-08,21,10,61.435,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,61.435,QA-012755,61.43,2016/03/10,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,61,MEDICAL EQUIPMENT,558,"GLOVE,EXAMINATION",INVENTORY,007F,739.4,999970T1653017,"GLOVE,EXAMINATION , NON-STERILE SIZE MEDIUM",EA,EACH,PAYMENT,2016-04-08,22,10,73.94,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,73.94,QA-012755,73.94,2016/03/10,,Invalid,,0.0,3428368,CONS HOUS SUP:DIS PAPER/PLAST,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,82,"RAW MATERIAL, LEATHER AND FURS",18,COTTON WOOL,INVENTORY,007F,350.78,999970T0340808,"COTTON WOOL COTTON WOOL, 500G (751008)",EA,EACH,PAYMENT,2016-04-08,23,5,70.156,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,70.156,QA-012755,70.15,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,3034,"SOLUTION,DECTOMAX",INVENTORY,007F,2988.42,999970T0347968,"SOLUTION,DECTOMAX DECTOMAX 500ML",EA,EACH,PAYMENT,2016-04-08,24,2,1494.21,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,1494.21,QA-012755,1494.21,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,1005,ANTISEDAN,INVENTORY,007F,735.39,999970T1093638,ANTISEDAN INJECTION,ML,MILLILITER,PAYMENT,2016-04-08,25,10,73.539,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,73.539,QA-012755,73.53,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,1024,SERALON NYLON,INVENTORY,007F,656.37,999970T1093778,SERALON NYLON #1,EA,EACH,PAYMENT,2016-04-08,26,1,656.37,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,656.37,QA-012755,656.37,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,1046,EUTHANAZE,INVENTORY,007F,3615.4,999970T1293745,EUTHANAZE 100 ML,EA,EACH,PAYMENT,2016-04-08,27,2000,1.8077,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,1.8077,QA-012755,1.8,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,1156,"INJECTION,KORTICO",INVENTORY,007F,790.38,999970T1698710,"INJECTION,KORTICO",ML,MILLILITER,PAYMENT,2016-04-08,28,200,3.9519,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,3.9519,QA-012755,3.95,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,2775,LIQUID VANGUARD,INVENTORY,007F,9805.82,999970T1887052,LIQUID VANGUARD PLUS 5 VACCINE,DO,DOSE,PAYMENT,2016-04-08,29,10,980.582,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,980.582,QA-012755,980.58,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,2771,LIQUID LIQUAMYCIN LA,INVENTORY,007F,1173.4,999970T1887254,LIQUID LIQUAMYCIN LA : LIQUID LIQUAMYCIN LA,ML,MILLILITER,PAYMENT,2016-04-08,30,1000,1.1734,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,1.1734,QA-012755,1.17,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,202,"INJECTION,ATROPINE",INVENTORY,007F,305.01,999970T2129702,"INJECTION,ATROPINE SULPHATE 0.5ML",EA,EACH,PAYMENT,2016-04-08,31,1,305.01,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,305.01,QA-012755,305.01,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,273,"INJECTION,LIGNOCAINE",INVENTORY,007F,505.38,999970T2129726,"INJECTION,LIGNOCAINE 2% WITH ADRENALIN",EA,EACH,PAYMENT,2016-04-08,32,4,126.345,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,126.345,QA-012755,126.34,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,307,"INJECTION,POTASSIUM CHLORIDE",INVENTORY,007F,173.05,999970T2129791,"INJECTION,POTASSIUM CHLORIDE 600MG",EA,EACH,PAYMENT,2016-04-08,33,2,86.525,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,86.525,QA-012755,86.52,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,202,"INJECTION,ATROPINE",INVENTORY,007F,364.3,999970T2187058,"INJECTION,ATROPINE SULPHATE 0.5 ML",ML,MILLILITER,PAYMENT,2016-04-08,34,30,12.143666,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,12.143666,QA-012755,12.14,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,2875,"INJECTION,KETAMINE",INVENTORY,007F,1596.0,999970T2208585,"INJECTION,KETAMINE",MG,MILLIGRAM,PAYMENT,2016-04-08,35,10000,0.1596,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,0.1596,QA-012755,0.15,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,1138,"INJECTION,CLOPAMON",INVENTORY,007F,422.09,999970T2258844,"INJECTION,CLOPAMON",ML,MILLILITER,PAYMENT,2016-04-08,36,10,42.209,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,42.209,QA-012755,42.2,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,2898,LIQUID DARROWS SOLN LECTRO,INVENTORY,007F,308.26,999970T2261093,LIQUID DARROWS SOLN LECTRO,ML,MILLILITER,PAYMENT,2016-04-08,37,5,61.652,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,61.652,QA-012755,61.65,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,444,"OINTMENT,CHLORAMEX,EYE",INVENTORY,007F,241.22,999970T2584264,"OINTMENT,CHLORAMEX,EYE",GM,GRAM,PAYMENT,2016-04-08,38,20,12.061,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,12.061,QA-012755,12.06,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,68,CHEMICALS,1852,"REAGENT,STAIN",INVENTORY,007F,239.06,999970T3341815,"REAGENT,STAIN , KYRO QUICK STAIN KIT",KT,KIT,PAYMENT,2016-04-08,39,1,239.06,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,239.06,QA-012755,239.06,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,61,MEDICAL EQUIPMENT,962,"SUTURE,NONABSORBABLE,SURGICAL",INVENTORY,007F,1782.55,999970T4634628,"SUTURE,NONABSORBABLE,SURGICAL , CHROMIC, CATGUT, 150CM, SIZE 2/0, EQ TO CODE W1161",EA,EACH,PAYMENT,2016-04-08,40,1,1782.55,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,1782.55,QA-012755,1782.55,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,61,MEDICAL EQUIPMENT,1331,"ADMINISTRATION SET,INTRAVENOUS",INVENTORY,007F,273.6,999970T4942569,"ADMINISTRATION SET,INTRAVENOUS , 20 DROPS/ML, 1.8 M LENGTH, STERILE, SGL USE, STANDARD ADULT ADMIN SET",EA,EACH,PAYMENT,2016-04-08,41,20,13.68,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,13.68,QA-012755,13.68,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,61,MEDICAL EQUIPMENT,1331,"ADMINISTRATION SET,INTRAVENOUS",INVENTORY,007F,273.6,999970T4942633,"ADMINISTRATION SET,INTRAVENOUS , 60 DROPS/ML, 3 M LENGTH, STERILE, SGL USE, PAEDIATRIC ADMIN SET",EA,EACH,PAYMENT,2016-04-08,42,20,13.68,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,13.68,QA-012755,13.68,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,3120,TERRAMYCIN WOUND SPRAY,INVENTORY,007F,973.56,999970T5318175,"TERRAMYCIN WOUND SPRAY , PER GRAM",GM,GRAM,PAYMENT,2016-04-08,43,1500,0.64904,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,0.64904,QA-012755,0.64,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CC,CAPE TOWN,62,MEDICAL SUPPLIES,746,"TABLET,BETAPEN",INVENTORY,007F,273.2,999970T6671097,"TABLET,BETAPEN , 250 MG",BT,BOTTLE,PAYMENT,2016-04-08,44,10,27.32,0,0,0,0,IN442319,FINAL,NORMAL,,QUOTED PRICE,1334089,2016/04/08,625210,2016/04/08,2016/04/13,Disbursed,OR-076607,2016/03/10,PAID,27.32,QA-012755,27.32,2016/03/10,,Invalid,,0.0,4892368,CONS SUPP:ANML FOOD& MED SUP,95368,NON INFRA/STAND ALONE: CUR,30070368,ANIMAL HEALTH,32283368,BEAUFORT-WEST 4.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30008368,BEAUFORT WEST,0,
